Area ID,Area Name,Battle Type,Doll ID,Type,Name,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Predicted Damage,Rank
733,Advanced3,Night,242,HG,P22,100,0,10,0,Silencer,HP Round,X-Exo,3865,773,13
733,Advanced3,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Buckshot Shell,Red Dot,7657,765,14
733,Advanced3,Night,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,6735,757,15
733,Advanced3,Night,250,HG,HS2000,100,0,10,0,Silencer,HP Round,X-Exo,3783,756,16
733,Advanced3,Night,4,HG,Python,90.2473,0,10,0,Silencer,HP Round,X-Exo,3740,748,17
733,Advanced3,Night,296,RF,Gr SL8,100,0,8,0,AP Round,Optical,Camo Cloak,6654,748,18
733,Advanced3,Night,20095,RF,Type88 Mod,100,0,10,10,Exclusive,Exclusive,Camo Cloak,6644,747,19
733,Advanced3,Night,96,HG,Grizzly,100,0,10,0,Silencer,HP Round,T-Exo,3737,747,20
733,Advanced3,Night,272,HG,Desert Eagle,100,0,10,0,Silencer,HP Round,T-Exo,3724,744,21
733,Advanced3,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,743,22
733,Advanced3,Night,20005,HG,M1895 Mod,90.1825,0,10,10,Exclusive,HP Round,T-Exo,3712,742,23
733,Advanced3,Night,20044,RF,SV-98 Mod,100,0,9,8,AP Round,Optical,Exclusive,6578,740,24
733,Advanced3,Night,20154,SG,M500 Mod,100,0,10,8,Armor Plate,Slug Shell,Holographic,7269,726,25
733,Advanced3,Night,1024,RF,Rico,100,0,10,0,AP Round,Optical,Exclusive,6422,722,26
733,Advanced3,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Slug Shell,Holographic,6987,698,27
733,Advanced3,Night,162,SG,SPAS-12,100,0,1,0,Armor Plate,Slug Shell,Holographic,6778,677,28
733,Advanced3,Night,14,HG,Astra,100,0,8,0,Silencer,Exclusive,T-Exo,3319,663,29
733,Advanced3,Night,20065,AR,416 Mod,200,1,10,10,Exclusive,HV Round,Exclusive,7556,661,30
733,Advanced3,Night,20122,AR,Gr G11 Mod,100,0,10,2,Optical,HV Round,Exclusive,7362,644,31
733,Advanced3,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,7240,633,32
733,Advanced3,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Exclusive,Exclusive,6874,601,33
733,Advanced3,Night,206,AR,AK-12,150,1,10,0,Holographic,HV Round,Chip,6446,564,34
733,Advanced3,Night,205,AR,AN-94,150,1,10,0,Holographic,HV Round,Chip,6371,557,35
733,Advanced3,Night,54,AR,M16A1,100,0,4,0,HV Round,T-Exo,Exclusive,6377,557,36
733,Advanced3,Night,213,SMG,C-MS,100,0,10,0,Chip,AP Round,Red Dot,7414,556,37
733,Advanced3,Night,1027,AR,Angelica,100,0,10,0,Optical,HV Round,Exclusive,5941,519,38
733,Advanced3,Night,125,MG,Gr MG4,100,0,8,0,Special AP Round,Exclusive,Ammo Box,13821,518,39
733,Advanced3,Night,73,AR,AUG,150,1,10,0,Optical,HV Round,T-Exo,5867,513,40
733,Advanced3,Night,20081,MG,LWMMG Mod,109.1313,1,8,8,Special AP Round,Exclusive,Ammo Box,13632,511,41
733,Advanced3,Night,20060,AR,AS Val Mod,100,0,10,10,Optical,Exclusive,T-Exo,5723,500,42
733,Advanced3,Night,20064,AR,Gr G36 Mod,100,0,8,8,Exclusive,HV Round,T-Exo,5641,493,43
733,Advanced3,Night,20061,AR,StG44 Mod,200,1,8,1,Optical,Exclusive,T-Exo,5629,492,44
733,Advanced3,Night,253,MG,Lewis,100,0,3,0,Special AP Round,Red Dot,Ammo Box,12556,470,45
733,Advanced3,Night,194,AR,K2,100,0,10,0,Optical,HV Round,T-Exo,5329,466,46
733,Advanced3,Night,106,AR,FAL,100,0,9,0,Optical,HV Round,T-Exo,5304,464,47
733,Advanced3,Night,274,AR,ACR,100,0,10,0,Optical,HV Round,T-Exo,5127,448,48
733,Advanced3,Night,119,AR,OTs-14,100,0,9,0,Optical,HV Round,T-Exo,5111,447,49
733,Advanced3,Night,215,AR,MDR,100,0,1,0,Exclusive,HV Round,T-Exo,5066,443,50
733,Advanced3,Night,20071,AR,Galil Mod,100,0,2,1,Optical,HV Round,Exclusive,5013,438,51
733,Advanced3,Night,1028,SMG,Agent Vector,100,0,8,0,T-Exo,Exclusive,Holographic,5462,409,52
733,Advanced3,Night,20075,MG,M1918 Mod,100,0,8,10,AP Round,Optical,Exclusive,8671,325,53
733,Advanced3,Night,109,MG,Gr MG5,100,0,10,0,AP Round,Holographic,Ammo Box,8067,302,54
733,Advanced3,Night,276,MG,Kord,95.6258,0,10,0,AP Round,Holographic,Ammo Box,7958,298,55
733,Advanced3,Night,292,MG,RPK-16,100,0,10,0,Sniper Round,Holographic,Ammo Box,7348,275,56
733,Advanced3,Night,127,SMG,Type79,100,0,1,0,T-Exo,Exclusive,Holographic,2750,206,57
733,Advanced3,Night,317,RF,Mondragon M1908,50,0,1,0,Sniper Round,Silencer,Exclusive,255,34,58
733,Advanced3,Night,1031,RF,Pekola,50,0,1,0,Sniper Round,Silencer,Exclusive,236,26,59
733,Advanced3,Night,1029,AR,Agent 416,50,0,1,0,Silencer,Exclusive,T-Exo,286,25,60
736,Advanced6,Day,20055,AR,M4A1 Mod,200,1,10,10,Night Equip,HV Round,Exclusive,7607,1426,1
736,Advanced6,Day,20065,AR,416 Mod,200,1,10,10,Night Equip,HV Round,Exclusive,6537,1225,2
736,Advanced6,Day,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Night Equip,Exclusive,HV Round,6397,1199,3
736,Advanced6,Day,20122,AR,Gr G11 Mod,100,0,10,2,Night Equip,HV Round,Exclusive,6163,1155,4
736,Advanced6,Day,206,AR,AK-12,150,1,10,0,Night Equip,HV Round,Chip,6122,1147,5
736,Advanced6,Day,205,AR,AN-94,150,1,10,0,Night Equip,HV Round,Chip,6071,1138,6
736,Advanced6,Day,73,AR,AUG,150,1,10,0,Night Equip,HV Round,Chip,5907,1107,7
736,Advanced6,Day,20057,AR,ST AR-15 Mod,200,1,10,10,Night Equip,Exclusive,Exclusive,5758,1079,8
736,Advanced6,Day,20143,SMG,RO635 Mod,119.8058,1,10,8,Exclusive,HP Round,Night Equip,6566,1066,9
736,Advanced6,Day,20026,SMG,Gr MP5 Mod,150.3842,1,10,10,Exclusive,HP Round,Night Equip,6242,1014,10
736,Advanced6,Day,1027,AR,Angelica,100,0,10,0,Night Equip,HV Round,Exclusive,5334,1000,11
736,Advanced6,Day,54,AR,M16A1,100,0,4,0,HV Round,Armor Plate,Exclusive,5293,992,12
736,Advanced6,Day,20060,AR,AS Val Mod,100,0,10,10,Night Equip,Exclusive,T-Exo,5291,992,13
736,Advanced6,Day,20103,SMG,UMP45 Mod,100,0,10,10,Exclusive,HP Round,Exclusive,5660,919,14
736,Advanced6,Day,20029,SMG,STEN Mk? Mod,100,0,4,1,T-Exo,HP Round,Exclusive,5369,872,15
736,Advanced6,Day,27,SMG,Skorpion,100,0,5,0,T-Exo,HP Round,Silencer,4435,864,16
736,Advanced6,Day,20136,SMG,PP-19 Mod,100,0,10,3,T-Exo,HP Round,Silencer,5323,864,17
736,Advanced6,Day,20032,SMG,Micro Uzi Mod,100,0,8,9,T-Exo,HP Round,Exclusive,5213,847,18
736,Advanced6,Day,16,SMG,Thompson,100,0,9,0,T-Exo,HP Round,Silencer,5164,839,19
736,Advanced6,Day,234,SMG,JS 9,100,0,10,0,T-Exo,HP Round,Silencer,5065,823,20
736,Advanced6,Day,213,SMG,C-MS,100,0,10,0,T-Exo,AP Round,Red Dot,4925,800,21
736,Advanced6,Day,1028,SMG,Agent Vector,100,0,8,0,T-Exo,Exclusive,Silencer,4575,743,22
736,Advanced6,Day,20064,AR,Gr G36 Mod,100,0,8,8,Silencer,HV Round,T-Exo,3782,709,23
736,Advanced6,Day,20061,AR,StG44 Mod,200,1,8,1,Silencer,Exclusive,T-Exo,3685,690,24
736,Advanced6,Day,194,AR,K2,100,0,10,0,Red Dot,HV Round,T-Exo,3547,665,25
736,Advanced6,Day,106,AR,FAL,100,0,9,0,Red Dot,HV Round,T-Exo,3530,661,26
736,Advanced6,Day,171,AR,Ribeyrolles,100,0,1,0,Red Dot,HV Round,T-Exo,2915,655,27
736,Advanced6,Day,119,AR,OTs-14,100,0,9,0,Silencer,HV Round,T-Exo,3415,640,28
736,Advanced6,Day,20071,AR,Galil Mod,100,0,2,1,Silencer,HV Round,T-Exo,3364,630,29
736,Advanced6,Day,274,AR,ACR,100,0,10,0,Silencer,HV Round,T-Exo,3331,624,30
736,Advanced6,Day,188,SG,S.A.T.8,100,0,8,0,Armor Plate,Slug Shell,Holographic,6698,586,31
736,Advanced6,Day,183,HG,Contender,90.2473,0,10,0,Auxiliary Sights,AP Round,T-Exo,3239,566,32
736,Advanced6,Day,157,SG,Am KSG,100,0,8,0,Armor Plate,Slug Shell,Holographic,6420,561,33
736,Advanced6,Day,20154,SG,M500 Mod,100,0,10,8,Armor Plate,Slug Shell,Holographic,6383,558,34
736,Advanced6,Day,323,SG,LTLX7000,100,0,10,0,Armor Plate,Flash Shell,Holographic,6290,550,35
736,Advanced6,Day,14,HG,Astra,100,0,8,0,Silencer,Exclusive,T-Exo,2526,442,36
736,Advanced6,Day,127,SMG,Type79,100,0,1,0,T-Exo,Exclusive,Silencer,2251,365,37
736,Advanced6,Day,125,MG,Gr MG4,100,0,8,0,Special AP Round,Exclusive,Ammo Box,6032,301,38
736,Advanced6,Day,20081,MG,LWMMG Mod,109.1313,1,8,8,Special AP Round,Exclusive,Ammo Box,5673,283,39
736,Advanced6,Day,20075,MG,M1918 Mod,100,0,8,10,Special AP Round,Holographic,Exclusive,4972,248,40
736,Advanced6,Day,20039,RF,Mosin-Nagant Mod,200,1,9,8,AP Round,Exclusive,Exclusive,4122,206,41
736,Advanced6,Day,109,MG,Gr MG5,100,0,10,0,AP Round,Holographic,Ammo Box,3887,194,42
736,Advanced6,Day,253,MG,Lewis,100,0,3,0,AP Round,Holographic,Ammo Box,3898,194,43
736,Advanced6,Day,20053,RF,NTW-20 Mod,95,0,10,10,Exclusive,Optical,Camo Cloak,3730,186,44
736,Advanced6,Day,292,MG,RPK-16,100,0,10,0,AP Round,Holographic,Ammo Box,3709,185,45
736,Advanced6,Day,20252,RF,KSVK Mod,95.3911,0,10,10,Exclusive,Optical,Camo Cloak,3678,183,46
736,Advanced6,Day,276,MG,Kord,95.6258,0,10,0,AP Round,Holographic,Ammo Box,3653,182,47
736,Advanced6,Day,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,3581,179,48
736,Advanced6,Day,20037,RF,M14 Mod,100,0,10,10,AP Round,Exclusive,Camo Cloak,3492,174,49
736,Advanced6,Day,257,RF,M200,100,0,10,0,AP Round,Optical,Camo Cloak,3453,172,50
736,Advanced6,Day,20095,RF,Type88 Mod,100,0,10,10,Exclusive,Exclusive,Camo Cloak,3456,172,51
736,Advanced6,Day,198,RF,Carcano M91/38,100,0,10,0,AP Round,Optical,Camo Cloak,3383,169,52
736,Advanced6,Day,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,3358,167,53
736,Advanced6,Day,50,RF,Lee Enfield,95,0,8,0,AP Round,Exclusive,Camo Cloak,3342,167,54
736,Advanced6,Day,20044,RF,SV-98 Mod,100,0,9,8,Sniper Round,Optical,Exclusive,3238,161,55
736,Advanced6,Day,1024,RF,Rico,100,0,10,0,Sniper Round,Optical,Exclusive,2993,149,56
736,Advanced6,Day,1029,AR,Agent 416,50,0,1,0,Silencer,Exclusive,T-Exo,243,45,57
736,Advanced6,Day,88,MG,MG3,50,0,1,0,Sniper Round,Holographic,Exclusive,535,26,58
738,Advanced8,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,1592,1
738,Advanced8,Night,20065,AR,416 Mod,200,1,10,10,Exclusive,HV Round,Exclusive,7556,1416,2
738,Advanced8,Night,20122,AR,Gr G11 Mod,100,0,10,2,Optical,HV Round,Exclusive,7362,1380,3
738,Advanced8,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,7240,1357,4
738,Advanced8,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Exclusive,Exclusive,6874,1288,5
738,Advanced8,Night,54,AR,M16A1,100,0,4,0,HV Round,Armor Plate,Exclusive,6488,1216,6
738,Advanced8,Night,206,AR,AK-12,150,1,10,0,Holographic,HV Round,Chip,6446,1208,7
738,Advanced8,Night,205,AR,AN-94,150,1,10,0,Holographic,HV Round,Chip,6371,1194,8
738,Advanced8,Night,73,AR,AUG,150,1,10,0,Holographic,HV Round,Chip,6236,1169,9
738,Advanced8,Night,1027,AR,Angelica,100,0,10,0,Optical,HV Round,Exclusive,5941,1113,10
738,Advanced8,Night,20060,AR,AS Val Mod,100,0,10,10,Optical,Exclusive,T-Exo,5723,1073,11
738,Advanced8,Night,162,SG,SPAS-12,100,0,1,0,Armor Plate,Buckshot Shell,Red Dot,7135,1070,12
738,Advanced8,Night,20064,AR,Gr G36 Mod,100,0,8,8,Exclusive,HV Round,T-Exo,5641,1057,13
738,Advanced8,Night,20061,AR,StG44 Mod,200,1,8,1,Optical,Exclusive,T-Exo,5629,1055,14
738,Advanced8,Night,264,MG,Chauchat,100,0,1,0,Special AP Round,Auxiliary Sights,Ammo Box,11582,1042,15
738,Advanced8,Night,125,MG,Gr MG4,100,0,8,0,Special AP Round,Exclusive,Ammo Box,13821,1036,16
738,Advanced8,Night,20081,MG,LWMMG Mod,109.1313,1,8,8,Special AP Round,Exclusive,Ammo Box,13632,1022,17
738,Advanced8,Night,194,AR,K2,100,0,10,0,Optical,HV Round,T-Exo,5329,999,18
738,Advanced8,Night,188,SG,S.A.T.8,100,0,8,0,Armor Plate,Buckshot Shell,Red Dot,7975,996,19
738,Advanced8,Night,106,AR,FAL,100,0,9,0,Optical,HV Round,T-Exo,5304,994,20
738,Advanced8,Night,274,AR,ACR,100,0,10,0,Optical,HV Round,T-Exo,5127,961,21
738,Advanced8,Night,119,AR,OTs-14,100,0,9,0,Optical,HV Round,T-Exo,5111,958,22
738,Advanced8,Night,215,AR,MDR,100,0,1,0,Exclusive,HV Round,T-Exo,5066,949,23
738,Advanced8,Night,20071,AR,Galil Mod,100,0,2,1,Optical,HV Round,Exclusive,5013,939,24
738,Advanced8,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Slug Shell,Holographic,7298,912,25
738,Advanced8,Night,20154,SG,M500 Mod,100,0,10,8,Armor Plate,Slug Shell,Holographic,7269,908,26
738,Advanced8,Night,183,HG,Contender,90.2473,0,10,0,Silencer,AP Round,T-Exo,4756,832,27
738,Advanced8,Night,20026,SMG,Gr MP5 Mod,150.3842,1,10,10,Exclusive,HP Round,Exclusive,7245,815,28
738,Advanced8,Night,20143,SMG,RO635 Mod,119.8058,1,10,8,Exclusive,HP Round,Red Dot,7095,798,29
738,Advanced8,Night,213,SMG,C-MS,100,0,10,0,T-Exo,AP Round,Red Dot,6853,770,30
738,Advanced8,Night,20097,HG,M950A Mod,100,0,10,10,Exclusive,HP Round,X-Exo,4377,765,31
738,Advanced8,Night,20039,RF,Mosin-Nagant Mod,200,1,9,8,AP Round,Exclusive,Exclusive,7500,750,32
738,Advanced8,Night,20032,SMG,Micro Uzi Mod,100,0,8,9,T-Exo,HP Round,Exclusive,6514,732,33
738,Advanced8,Night,20103,SMG,UMP45 Mod,100,0,10,10,Exclusive,HP Round,Exclusive,6485,729,34
738,Advanced8,Night,20053,RF,NTW-20 Mod,95,0,10,10,Exclusive,Optical,Camo Cloak,7203,720,35
738,Advanced8,Night,20007,HG,Stechkin Mod,100,0,10,8,Silencer,HP Round,Exclusive,4098,717,36
738,Advanced8,Night,20252,RF,KSVK Mod,95.3911,0,10,10,Exclusive,Optical,Camo Cloak,7068,706,37
738,Advanced8,Night,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,6957,695,38
738,Advanced8,Night,20001,HG,SAA Mod,100,0,10,10,Exclusive,HP Round,T-Exo,3968,694,39
738,Advanced8,Night,20037,RF,M14 Mod,100,0,10,10,AP Round,Exclusive,Camo Cloak,6906,690,40
738,Advanced8,Night,50,RF,Lee Enfield,95,0,8,0,AP Round,Exclusive,Camo Cloak,6903,690,41
738,Advanced8,Night,20136,SMG,PP-19 Mod,100,0,10,3,T-Exo,HP Round,Holographic,6138,690,42
738,Advanced8,Night,20029,SMG,STEN Mk? Mod,100,0,4,1,T-Exo,HP Round,Exclusive,6126,689,43
738,Advanced8,Night,36,RF,Springfield,100,0,3,0,Exclusive,Optical,Camo Cloak,6881,688,44
738,Advanced8,Night,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,6735,673,45
738,Advanced8,Night,296,RF,Gr SL8,100,0,8,0,AP Round,Optical,Camo Cloak,6654,665,46
738,Advanced8,Night,20095,RF,Type88 Mod,100,0,10,10,Exclusive,Exclusive,Camo Cloak,6644,664,47
738,Advanced8,Night,20044,RF,SV-98 Mod,100,0,9,8,AP Round,Optical,Exclusive,6578,657,48
738,Advanced8,Night,20075,MG,M1918 Mod,100,0,8,10,AP Round,Optical,Exclusive,8671,650,49
738,Advanced8,Night,253,MG,Lewis,100,0,3,0,AP Round,Optical,Ammo Box,8679,650,50
738,Advanced8,Night,1024,RF,Rico,100,0,10,0,AP Round,Optical,Exclusive,6422,642,51
738,Advanced8,Night,1028,SMG,Agent Vector,100,0,8,0,T-Exo,Exclusive,Holographic,5462,614,52
738,Advanced8,Night,109,MG,Gr MG5,100,0,10,0,AP Round,Holographic,Ammo Box,8067,605,53
738,Advanced8,Night,14,HG,Astra,100,0,8,0,Silencer,Exclusive,T-Exo,3319,580,54
738,Advanced8,Night,276,MG,Kord,95.6258,0,10,0,Sniper Round,Holographic,Ammo Box,7662,574,55
738,Advanced8,Night,127,SMG,Type79,100,0,1,0,T-Exo,Exclusive,Holographic,2750,309,56
738,Advanced8,Night,1029,AR,Agent 416,50,0,1,0,Silencer,Exclusive,T-Exo,286,53,57
738,Advanced8,Night,317,RF,Mondragon M1908,50,0,1,0,Sniper Round,Silencer,Exclusive,255,25,58
738,Advanced8,Night,1031,RF,Pekola,50,0,1,0,Sniper Round,Silencer,Exclusive,236,23,59
743,Critical3,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,1061,1
743,Critical3,Night,20065,AR,416 Mod,200,1,10,10,Exclusive,HV Round,Exclusive,7556,944,2
743,Critical3,Night,20122,AR,Gr G11 Mod,100,0,10,2,Optical,HV Round,Exclusive,7362,920,3
743,Critical3,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,7240,905,4
743,Critical3,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Exclusive,Exclusive,6874,859,5
743,Critical3,Night,213,SMG,C-MS,100,0,10,0,Chip,AP Round,Red Dot,7414,834,6
743,Critical3,Night,20026,SMG,Gr MP5 Mod,150.3842,1,10,10,Exclusive,HP Round,Exclusive,7245,815,7
743,Critical3,Night,54,AR,M16A1,100,0,4,0,HV Round,Armor Plate,Exclusive,6488,811,8
743,Critical3,Night,206,AR,AK-12,150,1,10,0,Holographic,HV Round,Chip,6446,805,9
743,Critical3,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Buckshot Shell,Red Dot,7657,803,10
743,Critical3,Night,20143,SMG,RO635 Mod,119.8058,1,10,8,Exclusive,HP Round,Red Dot,7095,798,11
743,Critical3,Night,205,AR,AN-94,150,1,10,0,Holographic,HV Round,Chip,6371,796,12
743,Critical3,Night,1027,AR,Angelica,100,0,10,0,Optical,HV Round,Exclusive,5941,742,13
743,Critical3,Night,173,MG,PKP,50,0,10,0,Special AP Round,Auxiliary Sights,Ammo Box,12379,742,14
743,Critical3,Night,73,AR,AUG,150,1,10,0,Optical,HV Round,T-Exo,5867,733,15
743,Critical3,Night,20032,SMG,Micro Uzi Mod,100,0,8,9,T-Exo,HP Round,Exclusive,6514,732,16
743,Critical3,Night,20103,SMG,UMP45 Mod,100,0,10,10,Exclusive,HP Round,Exclusive,6485,729,17
743,Critical3,Night,20060,AR,AS Val Mod,100,0,10,10,Optical,Exclusive,T-Exo,5723,715,18
743,Critical3,Night,20064,AR,Gr G36 Mod,100,0,8,8,Exclusive,HV Round,T-Exo,5641,705,19
743,Critical3,Night,20061,AR,StG44 Mod,200,1,8,1,Optical,Exclusive,T-Exo,5629,703,20
743,Critical3,Night,188,SG,S.A.T.8,100,0,8,0,Armor Plate,Buckshot Shell,Red Dot,7975,697,21
743,Critical3,Night,125,MG,Gr MG4,100,0,8,0,Special AP Round,Exclusive,Ammo Box,13821,691,22
743,Critical3,Night,20136,SMG,PP-19 Mod,100,0,10,3,T-Exo,HP Round,Holographic,6138,690,23
743,Critical3,Night,20029,SMG,STEN Mk? Mod,100,0,4,1,T-Exo,HP Round,Exclusive,6126,689,24
743,Critical3,Night,20081,MG,LWMMG Mod,109.1313,1,8,8,Special AP Round,Exclusive,Ammo Box,13632,681,25
743,Critical3,Night,194,AR,K2,100,0,10,0,Optical,HV Round,T-Exo,5329,666,26
743,Critical3,Night,20,SMG,Vector,100,0,10,0,T-Exo,HP Round,Holographic,5916,665,27
743,Critical3,Night,106,AR,FAL,100,0,9,0,Optical,HV Round,T-Exo,5304,663,28
743,Critical3,Night,245,SMG,P90,100,0,8,0,T-Exo,HP Round,Holographic,5849,658,29
743,Critical3,Night,20101,SMG,UMP9 Mod,100,0,1,1,T-Exo,HP Round,Holographic,5843,657,30
743,Critical3,Night,274,AR,ACR,100,0,10,0,Optical,HV Round,T-Exo,5127,640,31
743,Critical3,Night,119,AR,OTs-14,100,0,9,0,Optical,HV Round,T-Exo,5111,638,32
743,Critical3,Night,20154,SG,M500 Mod,100,0,10,8,Armor Plate,Slug Shell,Holographic,7269,636,33
743,Critical3,Night,215,AR,MDR,100,0,1,0,Exclusive,HV Round,T-Exo,5066,633,34
743,Critical3,Night,20071,AR,Galil Mod,100,0,2,1,Optical,HV Round,Exclusive,5013,626,35
743,Critical3,Night,1028,SMG,Agent Vector,100,0,8,0,T-Exo,Exclusive,Holographic,5462,614,36
743,Critical3,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Slug Shell,Holographic,6987,611,37
743,Critical3,Night,238,MG,QJY-88,100,0,2,0,AP Round,Optical,Ammo Box,7455,447,38
743,Critical3,Night,20075,MG,M1918 Mod,100,0,8,10,AP Round,Optical,Exclusive,8671,433,39
743,Critical3,Night,253,MG,Lewis,100,0,3,0,AP Round,Optical,Ammo Box,8679,433,40
743,Critical3,Night,183,HG,Contender,90.2473,0,10,0,Silencer,AP Round,T-Exo,4756,416,41
743,Critical3,Night,109,MG,Gr MG5,100,0,10,0,AP Round,Optical,Ammo Box,8121,406,42
743,Critical3,Night,20039,RF,Mosin-Nagant Mod,200,1,9,8,AP Round,Exclusive,Exclusive,7500,375,43
743,Critical3,Night,20053,RF,NTW-20 Mod,95,0,10,10,Exclusive,Optical,Camo Cloak,7203,360,44
743,Critical3,Night,20252,RF,KSVK Mod,95.3911,0,10,10,Exclusive,Optical,Camo Cloak,7068,353,45
743,Critical3,Night,266,RF,R93,100,0,10,0,AP Round,Optical,Camo Cloak,6957,347,46
743,Critical3,Night,20037,RF,M14 Mod,100,0,10,10,AP Round,Exclusive,Camo Cloak,6906,345,47
743,Critical3,Night,50,RF,Lee Enfield,95,0,8,0,AP Round,Exclusive,Camo Cloak,6903,345,48
743,Critical3,Night,36,RF,Springfield,100,0,3,0,Exclusive,Optical,Camo Cloak,6881,344,49
743,Critical3,Night,48,RF,WA2000,100,0,10,0,AP Round,Optical,Camo Cloak,6735,336,50
743,Critical3,Night,20095,RF,Type88 Mod,100,0,10,10,Exclusive,Exclusive,Camo Cloak,6644,332,51
743,Critical3,Night,127,SMG,Type79,100,0,1,0,T-Exo,Exclusive,Holographic,2750,309,52
743,Critical3,Night,296,RF,Gr SL8,100,0,8,0,AP Round,Silencer,Camo Cloak,6134,306,53
743,Critical3,Night,20044,RF,SV-98 Mod,100,0,9,8,AP Round,Silencer,Exclusive,6076,303,54
743,Critical3,Night,14,HG,Astra,100,0,8,0,Silencer,Exclusive,T-Exo,3319,290,55
743,Critical3,Night,1024,RF,Rico,100,0,10,0,Sniper Round,Silencer,Exclusive,5593,279,56
743,Critical3,Night,1029,AR,Agent 416,50,0,1,0,Silencer,Exclusive,T-Exo,286,35,57
743,Critical3,Night,317,RF,Mondragon M1908,50,0,1,0,Sniper Round,Silencer,Exclusive,255,12,58
743,Critical3,Night,1031,RF,Pekola,50,0,1,0,Sniper Round,Silencer,Exclusive,236,11,59
746,Critical6,Night,20055,AR,M4A1 Mod,200,1,10,10,Optical,HV Round,Exclusive,8492,1061,1
746,Critical6,Night,125,MG,Gr MG4,100,0,8,0,Special AP Round,Exclusive,Ammo Box,13821,1036,2
746,Critical6,Night,20081,MG,LWMMG Mod,109.1313,1,8,8,Special AP Round,Exclusive,Ammo Box,13632,1022,3
746,Critical6,Night,253,MG,Lewis,100,0,3,0,Special AP Round,Auxiliary Sights,Ammo Box,13503,1012,4
746,Critical6,Night,188,SG,S.A.T.8,100,0,8,0,Armor Plate,Buckshot Shell,Red Dot,7975,996,5
746,Critical6,Night,157,SG,Am KSG,100,0,8,0,Armor Plate,Buckshot Shell,Red Dot,7657,957,6
746,Critical6,Night,20065,AR,416 Mod,200,1,10,10,Exclusive,HV Round,Exclusive,7556,944,7
746,Critical6,Night,20122,AR,Gr G11 Mod,100,0,10,2,Optical,HV Round,Exclusive,7362,920,8
746,Critical6,Night,20154,SG,M500 Mod,100,0,10,8,Armor Plate,Slug Shell,Holographic,7269,908,9
746,Critical6,Night,20056,AR,M4 SOPMOD II Mod,200,1,10,10,Optical,Exclusive,HV Round,7240,905,10
746,Critical6,Night,323,SG,LTLX7000,100,0,10,0,Armor Plate,Slug Shell,Holographic,6987,873,11
746,Critical6,Night,20057,AR,ST AR-15 Mod,200,1,10,10,Optical,Exclusive,Exclusive,6874,859,12
746,Critical6,Night,162,SG,SPAS-12,100,0,1,0,Armor Plate,Slug Shell,Holographic,6778,847,13
746,Critical6,Night,213,SMG,C-MS,100,0,10,0,Chip,AP Round,Red Dot,7414,834,14
746,Critical6,Night,20026,SMG,Gr MP5 Mod,150.3842,1,10,10,Exclusive,HP Round,Exclusive,7245,815,15
746,Critical6,Night,206,AR,AK-12,150,1,10,0,Holographic,HV Round,Chip,6446,805,16
746,Critical6,Night,20143,SMG,RO635 Mod,119.8058,1,10,8,Exclusive,HP Round,Red Dot,7095,798,17
746,Critical6,Night,54,AR,M16A1,100,0,4,0,HV Round,T-Exo,Exclusive,6377,797,18
746,Critical6,Night,205,AR,AN-94,150,1,10,0,Holographic,HV Round,Chip,6371,796,19
746,Critical6,Night,20039,RF,Mosin-Nagant Mod,200,1,9,8,AP Round,Exclusive,Exclusive,7500,750,20
746,Critical6,Night,1027,AR,Angelica,100,0,10,0,Optical,HV Round,Exclusive,5941,742,21
746,Critical6,Night,73,AR,AUG,150,1,10,0,Optical,HV Round,T-Exo,5867,733,22
746,Critical6,Night,20032,SMG,Micro Uzi Mod,100,0,8,9,T-Exo,HP Round,Exclusive,6514,732,23
746,Critical6,Night,20103,SMG,UMP45 Mod,100,0,10,10,Exclusive,HP Round,Exclusive,6485,729,24
746,Critical6,Night,20053,RF,NTW-20 Mod,95,0,10,10,Exclusive,Optical,Camo Cloak,7203,720,25
