ID,No.,Type,Star,Name,Doll ID,Doll,Damage,Accuracy,Evasion,Move Speed,Rate of Fire,Crit.Rate,Crit.Damage,Armor Pen.,Armor,Shield,Damage Amplify,Damage Reduction,Night View,Rounds,Equip Exp,Equip Level,Adjust Count,Locked
30149875,203,Exclusive,?????,556 High-Velocity Ammo (Explosive),-,-,12,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
30175588,199,Exclusive,?????,Osprey 45 Silencer,154235256,Agent Vector,0,0,8,0,0,0%,16%,0,0,0,0%,0%,0%,0,601,2,0,Locked
30196954,202,Exclusive,?????,ACOG (4X),-,-,0,0,0,0,0,0%,24%,0,0,0,0%,0%,0%,0,1,0,0,Locked
30425352,4,Optical,?????,VFL 6-24X56,107105090,M82A1,0,0,0,0,0,0%,34%,0,0,0,0%,0%,0%,0,4075,7,0,Locked
30565155,20,Armor-piercing,?????,Mk211 High-Explosive Armor-Piercing Ammo,103745491,M14 Mod,0,0,0,0,0,0%,0%,180,0,0,0%,0%,0%,0,10000,10,16,Locked
30643382,131,Exclusive,?????,MGO 6X48,105097751,LWMMG Mod,1,28,0,0,0,0%,25%,0,0,0,0%,0%,0%,0,12101,7,16,Locked
30687820,4,Optical,?????,VFL 6-24X56,132713559,AUG,0,0,0,0,0,0%,39%,0,0,0,0%,0%,0%,0,7600,9,0,Locked
30713639,92,Exclusive,?????,UMP UX Exoskeleton,106365871,UMP45 Mod,0,0,35,0,0,25%,0%,0,0,0,0%,0%,0%,0,30000,10,9,Locked
30802298,40,T-Exo,?????,IOP T4 Exoskeleton,132229034,M950A,-8,0,25,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,3,Locked
31020357,40,T-Exo,?????,IOP T4 Exoskeleton,114523422,Welrod Mk?,-8,0,25,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,2,Locked
31141432,80,Slug,?????,SABOT Slug,109915409,M870,0,9,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
31425304,134,Exclusive,?????,MPL M21,-,-,5,15,0,0,-3,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
31430607,114,Exclusive,?????,MP446C Match Barrel,132827263,MP-446 Mod,0,3,7,0,0,0%,12%,0,0,0,0%,0%,0%,0,1,0,0,Locked
31551179,107,Exclusive,?????,Infinite Ammo Box,-,-,-25,-10,-2,0,0,0%,0%,0,0,0,0%,0%,0%,20,0,0,0,Locked
31636498,40,T-Exo,?????,IOP T4 Exoskeleton,-,-,-7,0,25,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,7,Locked
31841288,40,T-Exo,?????,IOP T4 Exoskeleton,121185584,K5,-7,0,25,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,7,Locked
31869216,72,Hollow-point,?????,ILM Hollow-Point Ammo,131594039,M950A Mod,8,0,0,0,0,0%,0%,-8,0,0,0%,0%,0%,0,0,0,0,Locked
31878161,16,Night Equipment,?????,PEQ-16A,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,93%,0,0,0,0,Locked
32136272,16,Night Equipment,?????,PEQ-16A,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,98%,0,0,0,0,Locked
32176895,174,Exclusive,?????,FRAG-12 High Explosive Rounds,142518801,AA-12,8,12,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
32206390,136,Exclusive,?????,7.92 KURZ,104231790,StG44 Mod,11,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,451,0,0,
32751634,170,Exclusive,?????,20mm HEI,127918292,NTW-20 Mod,10,0,0,0,0,0%,0%,180,0,0,0%,0%,0%,0,30000,10,26,Locked
33022855,40,T-Exo,?????,IOP T4 Exoskeleton,106836619,Gr Mk23,-7,0,25,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,7,Locked
33108072,40,T-Exo,?????,IOP T4 Exoskeleton,114452359,Five-seven,-8,0,25,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,2,Locked
33124603,119,Exclusive,?????,FÉLIN System Sight,-,-,3,1,0,0,0,0%,21%,0,0,0,0%,0%,0%,0,0,0,0,Locked
33124669,157,Exclusive,?????,LED Weapon Light,105411533,Gr MP5 Mod,7,11,15,0,0,0%,0%,0,0,0,0%,0%,0%,0,30000,10,0,Locked
33180038,40,T-Exo,?????,IOP T4 Exoskeleton,118852376,Px4 Storm,-8,0,25,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,4,Locked
33223280,178,Exclusive,?????,12.7mm 1SL,145477645,KSVK Mod,10,0,0,0,0,0%,0%,180,0,0,0%,0%,0%,0,30000,10,26,
33249567,117,Exclusive,?????,Glorylight,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,100%,0,1,0,0,Locked
33466344,72,Hollow-point,?????,ILM Hollow-Point Ammo,131962141,P22,7,0,0,0,0,0%,0%,-7,0,0,0%,0%,0%,0,1,0,0,Locked
33494029,125,Exclusive,?????,Additional Computing Module,106365871,UMP45 Mod,0,0,15,0,0,0%,25%,0,0,0,0%,0%,0%,0,30000,10,6,Locked
33564406,66,Suppressor,?????,AC4 Suppressor,162156078,Webley,0,0,6,0,0,0%,13%,0,0,0,0%,0%,0%,0,1,0,0,Locked
33747532,40,T-Exo,?????,IOP T4 Exoskeleton,-,-,-7,0,21,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
33771835,32,High-velocity,?????,APCR High-Velocity Ammo,104491506,M4 SOPMOD II Mod,13,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
33801104,40,T-Exo,?????,IOP T4 Exoskeleton,162156078,Webley,-7,0,22,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
33831179,66,Suppressor,?????,AC4 Suppressor,121185584,K5,0,0,7,0,0,0%,13%,0,0,0,0%,0%,0%,0,0,0,0,Locked
33936951,115,Exclusive,?????,Digital Camouflage,104491518,SV-98 Mod,2,0,0,-3,0,12%,0%,0,0,0,0%,0%,0%,0,1,0,0,
33936955,124,Exclusive,?????,Gr G3 Barrel Kit,-,-,3,0,0,0,0,0%,18%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34024089,110,High-velocity,?????,16Lab High-Velocity Ammo,140725823,AN-94,20,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
34024091,95,Hollow-point,?????,16Lab Hollow-Point,114452359,Five-seven,10,0,0,0,0,0%,0%,-7,0,0,0%,0%,0%,0,1,0,0,Locked
34041769,40,T-Exo,?????,IOP T4 Exoskeleton,116577539,Five-seven,-8,0,25,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,1,Locked
34048161,44,Armor Plate,?????,Type 3 Armor Plate,105611382,SPAS-12,0,0,-2,0,0,0%,0%,0,7,0,0%,0%,0%,0,1,0,0,Locked
34238631,198,Exclusive,?????,Wooden Grips,-,-,0,0,8,0,0,0%,17%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34248148,171,Exclusive,?????,Tactical Thunderbolt Ahoge,104632877,Stechkin Mod,0,0,9,0,0,0%,12%,0,0,0,0%,0%,0%,0,1,0,0,
34263102,130,Exclusive,?????,Gr G36 Hybrid Sight,104368363,Gr G36 Mod,0,3,0,0,0,0%,17%,0,0,0,0%,0%,0%,0,101,0,0,Locked
34272393,40,T-Exo,?????,IOP T4 Exoskeleton,-,-,-6,0,21,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
34311106,40,T-Exo,?????,IOP T4 Exoskeleton,160936594,GSh-18 Mod,-7,0,22,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,5,Locked
34355952,66,Suppressor,?????,AC4 Suppressor,106836619,Gr Mk23,0,0,6,0,0,0%,13%,0,0,0,0%,0%,0%,0,0,0,0,Locked
34377471,180,Exclusive,?????,Tactical Grip,-,-,0,0,9,0,0,0%,13%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34377474,221,Exclusive,?????,Magnetic Accelerated Rounds,-,-,4,0,0,0,0,0%,0%,157,0,0,0%,0%,0%,0,12101,7,6,Locked
34377476,195,Exclusive,?????,.357 Jacketed Hollow Point Rounds,103969976,Astra,8,0,0,0,0,0%,0%,-8,0,0,0%,0%,0%,0,1,0,0,Locked
34377506,158,Exclusive,?????,Acceleration Coil,142421562,Type88 Mod,5,0,0,0,0,0%,50%,0,0,0,0%,0%,0%,0,30000,10,16,
34401387,66,Suppressor,?????,AC4 Suppressor,131116839,P22,0,0,6,0,0,0%,13%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34487290,128,Exclusive,?????,STEN Suppressor,103744508,STEN Mk? Mod,0,0,9,0,0,0%,12%,0,0,0,0%,0%,0%,0,1,0,0,
34548547,58,X-Exo,?????,IOP X4 Exoskeleton,141237876,M1911 Mod,0,0,11,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
34589264,40,T-Exo,?????,IOP T4 Exoskeleton,103744478,PPK,-6,0,20,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
34678051,253,Exclusive,?????,Miraculous Curry Ladle,-,-,3,0,21,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34678052,252,Exclusive,?????,Grimoire Vol. II,-,-,3,1,0,0,0,0%,21%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34678053,255,Exclusive,?????,Paper Bag Helmet,-,-,10,0,0,0,15,-50%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34678054,251,Exclusive,?????,Demonic Bell,-,-,0,13,4,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34678055,254,Exclusive,?????,Donut of Sweet Dreams,-,-,0,0,0,-3,0,20%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34694970,32,High-velocity,?????,APCR High-Velocity Ammo,138410904,K11,8,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
34740003,205,Exclusive,?????,Galil Special Handguards,172749485,Galil Mod,10,5,-5,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,6,
34763977,40,T-Exo,?????,IOP T4 Exoskeleton,104257373,Thompson,-6,0,21,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
34887114,233,Chipset,????,#1 Processor,-,-,4,0,0,0,8,-50%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
34916535,233,Chipset,????,#1 Processor,104368519,AK-12,4,0,0,0,8,-50%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
34919951,228,SLAP,????,Mk900 SLAP,-,-,0,0,0,0,-5,0%,0%,194,0,0,0%,0%,0%,0,1,0,0,Locked
34929610,233,Chipset,????,#1 Processor,104244096,Vector,5,0,0,0,8,-50%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
34981851,211,Exclusive,?????,Arisaka AP Rounds,-,-,6,0,0,0,0,0%,0%,146,0,0,0%,0%,0%,0,8401,6,0,Locked
34982807,228,SLAP,????,Mk900 SLAP,-,-,0,0,0,0,-5,0%,0%,198,0,0,0%,0%,0%,0,0,0,0,Locked
34987754,229,SLAP,?????,Mk1000 SLAP,148296767,Kord,0,0,0,0,-5,0%,0%,488,0,0,0%,0%,0%,0,10000,10,0,Locked
35069917,168,Exclusive,?????,Folding Stock,-,-,0,0,14,0,0,0%,12%,0,0,0,0%,0%,0%,0,901,1,0,Locked
35083253,228,SLAP,????,Mk900 SLAP,-,-,0,0,0,0,-5,0%,0%,391,0,0,0%,0%,0%,0,5000,10,0,Locked
35131697,40,T-Exo,?????,IOP T4 Exoskeleton,131116839,P22,-7,0,20,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
35139329,230,Birdshot,????,#6 Birdshot,-,-,0,0,0,0,3,-24%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
35139341,135,Exclusive,?????,SP6 Subsonic Ammo,105792390,AS Val Mod,11,0,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,
35182310,227,M1022 AP,?????,M1022 Sniper Rounds,143146886,Rico,7,0,0,0,0,0%,0%,107,0,0,0%,0%,0%,0,10000,10,0,Locked
35214131,234,Chipset,?????,#2 Processor,122845441,PP-19 Mod,10,0,0,0,17,-50%,0%,0,0,0,0%,0%,0%,0,2850,6,0,Locked
35228114,234,Chipset,?????,#2 Processor,104716727,AN-94,12,0,0,0,20,-50%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
35245045,234,Chipset,?????,#2 Processor,138410885,416 Mod,12,0,0,0,21,-50%,0%,0,0,0,0%,0%,0%,0,10000,10,0,Locked
35291123,223,RMR,????,RMR T2 Red Dot Sight,-,-,0,8,0,0,0,0%,10%,0,0,0,0%,0%,0%,0,0,0,0,Locked
35307256,8,Holographic,?????,EOT 518,-,-,4,7,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
35307298,8,Holographic,?????,EOT 518,-,-,4,6,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
35308613,266,Exclusive,?????,ImpulsIIA/C,-,-,0,0,12,0,0,0%,8%,0,0,0,0%,0%,0%,0,1,0,0,Locked
35340819,8,Holographic,?????,EOT 518,-,-,4,7,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
35365296,229,SLAP,?????,Mk1000 SLAP,-,-,0,0,0,0,-5,0%,0%,486,0,0,0%,0%,0%,0,10000,10,0,Locked
35368910,90,Camouflage Cape,?????,Thermoptic Camouflage Cape,-,-,0,0,0,-3,0,11%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
35378965,224,RMR,?????,RMR T4 Red Dot Sight,-,-,0,15,0,0,0,0%,21%,0,0,0,0%,0%,0%,0,2801,6,0,Locked
35459675,15,Night Equipment,????,PEQ-15,-,-,0,0,0,0,0,0%,0%,0,0,0,0%,0%,84%,0,0,0,0,Locked
35493930,216,Exclusive,?????,20-gauge Custom Slug Rounds,-,-,6,0,0,0,0,0%,12%,0,0,0,0%,0%,0%,0,1,0,0,Locked
35545536,259,Exclusive,?????,Old Camouflage Uniform,-,-,0,0,0,0,0,22%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
35631465,227,M1022 AP,?????,M1022 Sniper Rounds,131324596,Carcano M91/38,7,0,0,0,0,0%,0%,114,0,0,0%,0%,0%,0,10000,10,2,Locked
35682909,8,Holographic,?????,EOT 518,-,-,5,8,0,0,-4,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
35693397,235,Flashbang,?????,Shotgun Flash Shells,121184520,S.A.T.8,0,10,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,500,2,0,Locked
35710738,227,M1022 AP,?????,M1022 Sniper Rounds,142421562,Type88 Mod,8,0,0,0,0,0%,0%,109,0,0,0%,0%,0%,0,10000,10,3,Locked
35721916,229,SLAP,?????,Mk1000 SLAP,-,-,0,0,0,0,-5,0%,0%,245,0,0,0%,0%,0%,0,0,0,0,Locked
35721917,8,Holographic,?????,EOT 518,-,-,5,6,0,0,-5,0%,0%,0,0,0,0%,0%,0%,0,0,0,0,Locked
35779245,190,Exclusive,?????,G-box,125743939,Gr G11 Mod,17,6,0,0,0,20%,0%,0,0,0,0%,0%,0%,0,12601,7,0,
35779246,192,Exclusive,?????,Beloved Dangle,107388583,RO635 Mod,-7,0,31,0,0,0%,0%,0,0,0,0%,0%,0%,0,8501,6,0,
35788432,235,Flashbang,?????,Shotgun Flash Shells,173218314,LTLX7000,0,8,0,0,0,0%,0%,0,0,0,0%,0%,0%,0,1,0,0,Locked
