ID,No.,Type,Rarity,Name,Level,Total Exp,Current Exp,Required Exp,Link,MOD,Max HP,HP,Damage,Accuracy,Evasion,Rate of Fire,Move Speed,Armor,Rounds,Crit.Damage,Skill1,Skill2,Equip1,Equip2,Equip3,Affection,Oathed,Oathed Datetime,Locked
183605593,41,RF,??,SKS,1,0,0,0,x1,,47,47,39,8,5,24,7,0,0,40,1,0,,,,50,,,
183605701,71,AR,??,Galil,1,0,0,0,x1,,53,53,17,5,5,43,10,0,0,20,1,0,,,,50,,,
183605747,81,MG,??,LWMMG,1,0,0,0,x1,,87,87,39,4,4,65,4,0,9,5,1,0,,,,50,,,
183605822,2,HG,??,M1911,1,0,0,0,x1,,37,37,10,6,9,38,15,0,0,20,1,0,,,,50,,,
183606501,81,MG,??,LWMMG,1,0,0,0,x1,,87,87,39,4,4,65,4,0,9,5,1,0,,,,50,,,
183606656,139,HG,??,Bren Ten,1,0,0,0,x1,,35,35,12,7,9,40,15,0,0,20,1,0,,,,50,,,
183607057,94,SMG,??,Type64,1,0,0,0,x1,,88,88,11,2,9,65,12,0,0,5,1,0,,,,50,,,
183607445,24,SMG,??,PP-2000,1,0,0,0,x1,,80,80,12,2,11,57,12,0,0,5,1,0,,,,50,,,
183608579,9,HG,??,P38,1,0,0,0,x1,,33,33,10,6,10,38,15,0,0,20,1,0,,,,50,,,
139576040,277,HG,???,Gr VP70,4,935,335,65,x1,,34,34,13,10,12,41,15,0,0,20,1,0,,,,100,,,Locked
104632877,20007,HG,?????,Stechkin Mod,115,10100581,17281,2182719,x5,Mod3,425,255,33,54,72,66,15,0,0,20,10,8,AC4 Suppressor,ILM Hollow-Point Ammo,Tactical Thunderbolt Ahoge,100,,,Locked
105411533,20026,SMG,?????,Gr MP5 Mod,115,10095300,12000,2188000,x5,Mod3,900,269,35,16,79,90,12,0,0,5,10,10,GSG UX Exoskeleton,ILM Hollow-Point Ammo,LED Weapon Light,150,Oathed,2021-05-25 00:12,Locked
131324596,198,RF,?????,Carcano M91/38,100,3263300,-,-,x5,,365,365,154,95,47,34,7,0,0,40,10,0,M1022 Sniper Rounds,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
131962141,242,HG,?????,P22,100,3263300,-,-,x5,,350,104,30,70,116,62,15,0,0,20,10,0,AC4 Suppressor,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,100,,,Locked
142421562,20095,RF,????,Type88 Mod,115,10092732,9432,2190568,x5,Mod3,520,520,123,72,40,37,7,0,0,40,10,10,M1022 Sniper Rounds,Acceleration Coil,Thermoptic Camouflage Cape,100,,,Locked
104659088,183,HG,?????,Contender,100,3263300,-,-,x5,,330,199,49,90,87,44,15,0,0,40,10,0,AC4 Suppressor,,IOP T4 Exoskeleton,90,,,Locked
108617014,4,HG,?????,Python,100,3263300,-,-,x5,,350,280,42,86,87,49,15,0,0,40,10,0,AC4 Suppressor,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,90,,,Locked
132829498,20005,HG,????,M1895 Mod,115,11752212,1668912,531088,x5,Mod3,355,105,37,51,104,45,15,0,0,20,10,10,M1895 Suppressor,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,90,,,Locked
147761475,275,MG,????,M1895 CB,90,2064132,88732,23868,x5,,905,905,89,26,23,127,4,0,10,5,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,IOP Maximum Ammo Box,95,,,Locked
148296767,276,MG,?????,Kord,100,3263300,-,-,x5,,990,990,115,24,23,110,4,0,9,5,10,0,Mk1000 SLAP,VFL 6-24X56,IOP Maximum Ammo Box,95,,,Locked
107388583,20143,SMG,??????,RO635 Mod,115,10103940,20640,2179360,x5,Mod3,1035,90,31,16,80,97,12,0,0,5,10,8,Beloved Dangle,,AC4 Suppressor,119,Oathed,2021-06-09 21:42,Locked
122727776,266,RF,?????,R93,100,3263300,-,-,x5,,405,405,140,102,36,39,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
131594039,20097,HG,??????,M950A Mod,116,13553661,1270361,1729639,x5,Mod3,400,92,34,60,80,72,15,0,0,20,10,10,WML & Tactical Handguard,ILM Hollow-Point Ammo,IOP T4 Exoskeleton,100,,,Locked
132827263,20091,HG,????,MP-446 Mod,115,10093620,10320,2189680,x5,Mod3,340,101,32,60,83,60,15,0,0,20,1,1,MP446C Match Barrel,,IOP X4 Exoskeleton,100,,,Locked
145477645,20252,RF,?????,KSVK Mod,115,10124796,41496,2158504,x5,Mod3,450,297,173,91,33,32,7,0,0,40,10,10,12.7mm 1SL,VFL 6-24X56,Thermoptic Camouflage Cape,95,,,Locked
104257373,16,SMG,?????,Thompson,91,2109505,21505,94595,x5,,1135,418,32,12,55,80,12,0,0,5,9,0,IOP T4 Exoskeleton,,AC4 Suppressor,100,,,Locked
107677706,20065,AR,??????,416 Mod,119,27731062,3447762,2552238,x5,Mod3,620,607,63,59,55,79,10,0,0,20,10,10,EOT XPS3,16Lab High-Velocity Ammo,Tactical Headwear,200,Oathed,2020-05-08 07:06,Locked
109981774,96,HG,?????,Grizzly,100,3263300,-,-,x5,,430,172,40,54,70,54,15,0,0,20,10,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
134484198,242,HG,?????,P22,90,2006610,31210,81390,x5,,330,264,28,63,107,60,15,0,0,20,8,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
143146886,1024,RF,?????,Rico,91,2124720,36720,79380,x5,,380,351,130,77,33,36,7,0,0,40,10,0,M1022 Sniper Rounds,VFL 6-24X56,Duelling Cards,100,,,Locked
103745491,20037,RF,????,M14 Mod,115,10147064,63764,2136236,x5,Mod3,430,430,116,77,30,44,7,0,0,40,10,10,Mk211 High-Explosive Armor-Piercing Ammo,M2 Bipod,Thermoptic Camouflage Cape,100,,,Locked
109720298,48,RF,?????,WA2000,100,3263300,-,-,x5,,440,440,137,87,32,39,7,0,0,40,10,0,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,Thermoptic Camouflage Cape,100,,,Locked
116577539,142,HG,?????,Five-seven,91,2092798,4798,111302,x5,,300,89,31,55,94,64,15,0,0,20,1,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
118852376,233,HG,?????,Px4 Storm,95,2587658,14258,116142,x5,,330,219,36,70,94,56,15,0,0,20,10,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
121185584,212,HG,????,K5,92,2218794,14694,104806,x5,,320,168,29,52,80,60,15,0,0,40,8,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
103744478,10,HG,??,PPK,96,2786964,83164,50936,x5,,275,275,26,60,102,62,15,0,0,20,8,0,PPK Suppressor,,IOP T4 Exoskeleton,95,,,Locked
105331272,50,RF,?????,Lee Enfield,100,3263300,-,-,x5,,400,400,142,82,42,36,7,0,0,40,8,0,Mk211 High-Explosive Armor-Piercing Ammo,No32 MKI,Thermoptic Camouflage Cape,95,,,Locked
114452359,142,HG,?????,Five-seven,100,3263300,-,-,x5,,315,315,33,60,102,66,15,0,0,20,10,0,AC4 Suppressor,16Lab Hollow-Point,IOP T4 Exoskeleton,95,,,Locked
114523422,114,HG,?????,Welrod Mk?,90,2041384,65984,46616,x5,,380,380,28,69,87,50,15,0,0,40,2,0,AC4 Suppressor,,IOP T4 Exoskeleton,90,,,Locked
127918292,20053,RF,??????,NTW-20 Mod,115,10084740,1440,2198560,x5,Mod3,475,380,178,86,32,32,7,0,0,40,10,10,20mm HEI,VFL 6-24X56,Thermoptic Camouflage Cape,95,,,Locked
104367291,20055,AR,?????,M4A1 Mod,120,30283300,-,-,x5,Mod3,565,565,58,58,58,80,10,0,0,20,10,10,VFL 6-24X56,APCR High-Velocity Ammo,Inherited Case,200,Oathed,2020-06-07 16:04,Locked
105921797,20001,HG,?????,SAA Mod,115,12000357,1917057,282943,x5,Mod3,410,410,39,53,83,50,15,0,0,20,10,10,SAA Long Barrel,,,100,,,Locked
106836619,99,HG,????,Gr Mk23,100,3263300,-,-,x5,,400,400,31,56,70,63,15,0,0,20,8,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
119274072,1009,HG,?????,El Clear,95,2635521,62121,68279,x5,,325,325,32,62,89,60,15,0,0,20,10,0,Glorylight,,IOP T4 Exoskeleton,100,,,Locked
162156078,294,HG,?????,Webley,90,2080380,104980,7620,x5,,410,410,29,63,78,55,15,0,0,20,10,0,AC4 Suppressor,,IOP T4 Exoskeleton,95,,,Locked
106365871,20103,SMG,?????,UMP45 Mod,115,10277583,194283,2005717,x5,Mod3,970,0,31,15,80,83,12,0,0,5,10,10,UMP UX Exoskeleton,,Additional Computing Module,100,,,Locked
125743939,20122,AR,??????,Gr G11 Mod,115,10086295,2995,2197005,x5,Mod3,620,620,50,50,47,97,10,0,0,20,10,2,PEQ-16A,APCR High-Velocity Ammo,G-box,100,,,Locked
131116839,242,HG,?????,P22,100,3263300,-,-,x5,,350,0,30,70,116,62,15,0,0,20,9,0,AC4 Suppressor,,IOP T4 Exoskeleton,100,,,Locked
138410885,20065,AR,??????,416 Mod,114,8504602,21302,1578698,x5,Mod2,620,185,57,53,50,78,10,0,0,20,9,8,EOT 518,APCR High-Velocity Ammo,#2 Processor,100,,,Locked
150581425,245,SMG,?????,P90,92,2280327,76227,43273,x5,,915,0,31,15,81,90,12,0,0,5,8,0,IOP T4 Exoskeleton,,AC4 Suppressor,100,,,Locked
104226640,109,MG,?????,Gr MG5,100,3263300,-,-,x5,,990,990,90,29,29,120,4,0,11,5,10,0,,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
104365381,106,AR,?????,FAL,100,3263300,-,-,x5,,660,660,60,46,40,72,10,0,0,20,9,0,EOT 518,APCR High-Velocity Ammo,,100,,,Locked
105917474,20154,SG,????,M500 Mod,113,7714798,431498,768502,x5,Mod2,1345,716,34,13,11,29,6,22,4,40,10,8,Type 3 Armor Plate,#000 Buckshot,ITI MARS,100,,,Locked
120264103,99,HG,????,Gr Mk23,100,3263300,-,-,x5,,400,400,31,56,70,63,15,0,0,20,8,0,,,,100,,,Locked
151641789,285,HG,?????,C-93,91,2113912,25912,90188,x5,,300,300,33,60,95,62,15,0,0,20,10,0,,,,100,,,Locked
104491506,20056,AR,?????,M4 SOPMOD II Mod,119,27683982,3400682,2599318,x5,Mod3,565,565,60,59,53,79,10,0,0,30,10,10,Dinergate RO,VFL 6-24X56,APCR High-Velocity Ammo,200,Oathed,2020-06-09 19:36,Locked
122845441,20136,SMG,?????,PP-19 Mod,110,5301970,38670,441330,x5,Mod2,940,940,29,15,82,91,12,0,0,5,10,3,#2 Processor,ILM Hollow-Point Ammo,EOT 518,100,,,Locked
137591298,212,HG,????,K5,90,1995228,19828,92772,x5,,315,315,29,51,78,60,15,0,0,40,1,0,,,,100,,,Locked
148588196,276,MG,?????,Kord,94,2557956,111256,15444,x5,,960,960,111,23,21,108,4,0,9,5,10,0,,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
173218314,323,SG,?????,LTLX7000,93,2325099,1499,121601,x5,,1330,1330,24,14,11,28,6,23,5,40,10,0,Type 3 Armor Plate,Shotgun Flash Shells,ITI MARS,100,,,Locked
104244096,20,SMG,?????,Vector,100,3263300,-,-,x5,,925,925,32,12,75,101,12,0,0,5,10,0,#1 Processor,16Lab Hollow-Point,EOT 518,100,,,Locked
105421921,20075,MG,?????,M1918 Mod,113,7687363,404063,795937,x5,Mod2,800,800,105,36,36,115,4,0,8,5,8,10,Mk211 High-Explosive Armor-Piercing Ammo,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
121184520,188,SG,?????,S.A.T.8,100,3263300,-,-,x5,,1410,1410,31,14,13,33,6,22,4,40,8,0,Type 3 Armor Plate,Shotgun Flash Shells,ITI MARS,100,,,Locked
131055412,253,MG,?????,Lewis,100,3263300,-,-,x5,,950,950,108,33,33,116,4,0,10,5,3,0,,VFL 6-24X56,IOP Maximum Ammo Box,100,,,Locked
132246925,250,HG,?????,HS2000,100,3263300,-,-,x5,,360,360,35,65,92,62,15,0,0,20,10,0,,,,100,,,Locked
104365246,70,AR,???,FF FNC,90,2013367,0,0,x5,,525,525,51,45,35,71,10,0,0,20,1,0,,,,100,,,Locked
104606355,20051,RF,????,FF FN49 Mod,110,5531510,0,0,x5,Mod2,470,470,124,66,35,34,7,0,0,40,1,1,,,,100,,,Locked
115233646,102,SMG,????,UMP40,5,1120,0,0,x1,,94,94,11,3,13,61,12,0,0,5,10,0,,,,61,,,Locked
123767099,232,HG,???,MP-448,30,45374,0,0,x1,,41,41,15,26,40,46,15,0,0,20,1,0,,,,100,,,Locked
163558698,296,RF,?????,Gr SL8,100,3263300,-,-,x5,,425,425,126,82,41,41,7,0,0,40,8,0,Mk211 High-Explosive Armor-Piercing Ammo,,,100,,,Locked
